"Ocupacion","NoPago","TotalMonto","EstadoContrato","Producto","FechaInicioC","FechaAdjudicación","FechaUltimoPago","FechaProyectadaFin","MontoVencido","Mensualidad","Ingresos","Legal","EdadActual","AZULEstatus","AdjudicaReal","PagosPuntuales","CostoAdmin","Genero","PersonaTipo","dtEstadoContrato","GrupoOrigenVenta","SemanasAdjud","Pagos9","Domicilia_Pago","Email","timetotV","Y"
"taxista",56,319042,"sorteo","autos","2017-09-15","2018-05-18","2022-05-12","2022-09-15",10634,5317,22771,"normal",38,"normal","normal",54,24242,"hombre","fisica","sorteo","captacion",35.0,8,0,1,57,1
"empleado (a)",41,259030,"automático","autos 6 &amp; ya","2018-11-16","2019-08-16","2022-05-02","2023-11-16",8634,4317,21820,"normal",19,"express","automatica",39,17290,"hombre","fisica","automático","facebook",39.0,9,0,1,42,1
"propietario (a)",41,169606,"sorteo","autos","2018-11-16","2019-06-21","2022-03-02","2023-11-16",11304,2826,13256,"legal",37,"normal","normal",37,17290,"hombre","fisica","sorteo","facebook",31.0,7,0,1,43,0
"coordinador (a)",46,253250,"automático","autos","2016-08-19","2017-07-21","2020-05-26","2021-08-19",16880,4220,28215,"legal",27,"express","automatica",42,21188,"mujer","fisica","automático","modulo-agencia",48.0,9,0,1,48,0
"técnico (a)",49,295165,"automático","autos","2018-04-20","2019-02-15","2022-05-27","2023-04-20",4919,4919,25038,"normal",31,"express","automatica",48,20873,"hombre","fisica","automático","facebook",43.0,9,0,1,50,1
"construcción",58,322493,"automático","autos 6 &amp; ya","2017-05-19","2017-12-15","2022-01-17","2022-05-19",53740,5374,26322,"legal",29,"express","automatica",48,25404,"hombre","fisica","automático","facebook",30.0,8,0,1,65,0
"supervisor (a)",49,262667,"subastado con 013","autos","2018-04-20","2019-04-26","2022-05-02","2023-04-20",4377,4377,18087,"normal",23,"express","automatica",48,20954,"mujer","fisica","subasta (0,20]","captacion",53.0,7,0,1,50,1
"gerente",45,360377,"sorteo","autos 6 &amp; ya","2018-04-20","2019-01-18","2021-12-14","2023-04-20",0,6006,33564,"normal",36,"express","automatica",45,19410,"hombre","fisica","sorteo","captacion",39.0,8,0,1,45,1
"propietario (a)",60,396289,"automático","autos 6 &amp; ya","2017-04-21","2018-01-19","2022-03-08","2022-04-21",13208,6604,34453,"normal",51,"express","automatica",58,26170,"hombre","fisica","automático","web",39.0,9,0,1,62,1
"docente",60,415039,"sorteo","autos","2017-02-17","2017-02-17","2022-01-03","2022-02-17",0,6917,30679,"normal",36,"normal","normal",60,26374,"mujer","fisica","sorteo","web",0.0,9,1,1,60,1
"auxiliar",60,323785,"subastado con 012","autos 6 &amp; ya","2017-02-17","2017-10-20","2022-02-15","2022-02-17",5396,5396,23793,"normal",47,"express","automatica",59,26759,"mujer","fisica","subasta (0,20]","web",35.0,9,0,1,61,1
"empleado (a)",60,352297,"automático","autos 6 &amp; ya","2017-04-21","2017-11-17","2022-05-27","2022-04-21",11742,5871,27543,"normal",29,"express","automatica",58,26170,"hombre","fisica","automático","captacion",30.0,8,0,1,61,1
"gerente",56,339609,"sorteo","autos","2017-10-20","2017-10-20","2022-06-01","2022-10-20",11320,5660,32906,"normal",38,"normal","normal",54,24143,"hombre","fisica","sorteo","telemkt",0.0,7,1,1,57,1
"propietario (a)",45,335319,"sorteo","autos","2018-04-20","2018-07-20","2021-12-02","2023-04-20",0,5588,34222,"normal",35,"normal","normal",45,19340,"hombre","fisica","sorteo","modulo-agencia",13.0,8,0,1,45,1
"docente",42,207765,"automático","autos 6 &amp; ya","2017-02-17","2017-09-15","2020-07-08","2022-02-17",20772,3462,16514,"legal",46,"express","automatica",36,19037,"mujer","fisica","automático","web",30.0,8,1,1,43,0
"propietario (a)",54,311063,"subastado con 013","autos","2017-11-17","2018-09-21","2022-06-01","2022-11-17",5184,5184,33224,"normal",47,"express","automatica",53,23193,"mujer","fisica","subasta (0,20]","modulo-agencia",44.0,9,0,1,55,1
"encargado (a)",58,260431,"sorteo","autos","2017-06-16","2017-12-15","2022-05-03","2022-06-16",8680,4340,25412,"normal",32,"normal","normal",56,25306,"mujer","fisica","sorteo","modulo-agencia",26.0,8,0,1,60,1
"supervisor (a)",42,352472,"sorteo","autos","2018-11-16","2019-04-26","2022-05-31","2023-11-16",11748,5874,30795,"normal",35,"normal","normal",40,17669,"hombre","fisica","sorteo","captacion",23.0,9,0,1,44,1
"secretaria (o)",55,266421,"sorteo","autos","2017-10-20","2018-02-16","2022-05-13","2022-10-20",4440,4440,18344,"normal",50,"normal","normal",54,23666,"mujer","fisica","sorteo","telemkt",17.0,8,0,1,56,1
"asesor (a)",54,279108,"automático","autos 6 &amp; ya","2017-10-20","2018-07-20","2022-02-02","2022-10-20",32557,4651,21725,"legal",26,"express","automatica",47,23383,"hombre","fisica","automático","facebook",39.0,7,0,1,58,0
"empleado (a)",33,212713,"automático","autos 6 &amp; ya","2019-08-16","2020-06-19","2022-04-12","2024-08-16",7090,3545,14981,"normal",23,"express","automatica",31,13738,"hombre","fisica","automático","facebook",44.0,8,0,1,35,1
"jefe (a)",48,275351,"subastado con 013","autos","2018-04-20","2019-03-15","2022-05-20","2023-04-20",0,4589,18301,"normal",29,"express","automatica",48,20494,"mujer","fisica","subasta (0,20]","modulo-agencia",47.0,9,0,1,48,1
"comerciante",19,111015,"sorteo","autos","2017-09-15","2017-11-17","2019-02-12","2022-09-15",7400,2000,9680,"legal",53,"normal","normal",15,8732,"mujer","fisica","sorteo","captacion",9.0,8,0,0,20,0
"propietario (a)",42,350339,"automático","autos","2018-11-16","2020-02-21","2022-05-07","2023-11-16",0,5838,18051,"normal",35,"express","automatica",42,17669,"mujer","fisica","automático","modulo-agencia",66.0,9,0,1,42,1
"propietario (a)",16,126039,"subastado con 013","autos","2017-04-21","2017-04-21","2018-06-05","2022-04-21",14700,2100,10595,"legal",24,"normal","normal",9,7545,"hombre","fisica","subasta (0,20]","captacion",0.0,7,1,1,22,0
"vendedor (a)",51,259722,"subastado con 013","autos","2015-02-20","2015-02-20","2019-03-31","2020-02-20",8656,4328,16863,"normal",30,"normal","normal",49,24927,"hombre","fisica","subasta (0,20]","modulo-agencia",0.0,6,0,1,53,1
"jefe (a)",46,443599,"subastado con 013","autos","2016-12-16","2016-12-16","2020-08-13","2021-12-16",7393,7393,28982,"normal",61,"normal","normal",45,20948,"hombre","moral","subasta (0,20]","captacion",0.0,8,1,1,47,1
"docente",36,340755,"automático","autos","2015-06-19","2016-08-19","2018-05-29","2020-06-19",0,5679,26428,"normal",46,"express","automatica",36,17802,"mujer","fisica","automático","telemkt",61.0,9,0,1,36,1
"auxiliar",30,103198,"automático","autos","2015-02-20","2016-02-19","2017-06-23","2020-02-20",8595,2000,11069,"legal",45,"express","automatica",25,15273,"mujer","fisica","automático","captacion",52.0,7,0,1,31,0
"propietario (a)",37,287429,"subastado con 012","autos","2015-11-20","2015-12-18","2018-11-30","2020-11-20",38320,4790,32119,"legal",47,"express","normal",29,17914,"hombre","fisica","subasta (0,20]","telemkt",4.0,7,0,1,38,0
"secretaria (o)",60,214057,"automático","autos","2015-02-20","2016-02-19","2020-06-22","2020-02-20",3567,3567,13940,"normal",20,"express","automatica",59,31465,"mujer","fisica","automático","modulo-agencia",52.0,8,0,1,61,1
"chofer",38,234660,"automático","autos","2017-04-21","2017-12-15","2020-04-14","2022-04-21",19555,3911,15691,"legal",40,"express","automatica",33,17264,"hombre","fisica","automático","captacion",34.0,8,0,1,43,0
"coordinador (a)",27,187783,"sorteo","autos","2015-06-19","2016-06-17","2017-08-24","2020-06-19",12516,3129,18879,"legal",30,"normal","normal",23,13608,"hombre","fisica","sorteo","modulo-agencia",52.0,7,0,1,29,0
"propietario (a)",55,298427,"subastado con 013","autos","2017-04-21","2018-09-21","2021-09-10","2022-04-21",39784,4973,19687,"legal",31,"express","automatica",47,24322,"hombre","fisica","subasta (0,20]","captacion",74.0,8,0,1,61,0
"propietario (a)",15,178462,"subastado con 013","autos","2017-09-15","2017-10-20","2018-10-23","2022-09-15",17844,2974,9550,"legal",24,"normal","normal",9,6952,"mujer","fisica","subasta (0,20]","modulo-agencia",5.0,8,0,1,19,0
"auxiliar",58,317081,"automático","autos","2015-02-20","2016-01-15","2019-10-18","2020-02-20",0,5284,18608,"normal",47,"express","automatica",58,28018,"hombre","fisica","automático","modulo-agencia",47.0,6,1,1,58,1
"administrador (a)",52,315693,"automático","autos","2015-02-20","2016-02-19","2019-04-10","2020-02-20",0,5261,27318,"normal",38,"express","automatica",52,25369,"hombre","fisica","automático","modulo-agencia",52.0,9,0,1,52,1
"mantenimiento",47,211910,"sorteo","autos 6 &amp; ya","2017-10-20","2017-12-15","2021-07-05","2022-10-20",14124,3531,12141,"legal",38,"normal","normal",43,20630,"hombre","fisica","sorteo","web",8.0,8,0,1,50,0
"vendedor (a)",34,338694,"subastado con 013","autos","2016-08-19","2016-09-23","2019-05-27","2021-08-19",50796,5644,32856,"legal",30,"normal","normal",25,15965,"mujer","fisica","subasta (0,20]","modulo-agencia",5.0,9,0,1,42,0
"enfermera (o)",42,288338,"sorteo","autos","2018-11-16","2019-04-26","2022-04-29","2023-11-16",9610,4805,16224,"normal",43,"normal","normal",40,17669,"hombre","fisica","sorteo","captacion",23.0,8,0,1,43,1
"enfermera (o)",41,286665,"sorteo","autos","2018-11-16","2018-11-16","2022-06-01","2023-11-16",0,4777,27233,"normal",30,"normal","normal",41,17290,"hombre","fisica","sorteo","captacion",0.0,9,0,1,41,1
"profesionista",46,279455,"sorteo","autos","2017-10-20","2018-08-17","2021-06-09","2022-10-20",18628,4657,19410,"legal",27,"express","automatica",42,20227,"hombre","fisica","sorteo","facebook",43.0,8,1,1,49,0
"propietario (a)",56,444579,"sorteo","autos","2017-09-15","2018-02-16","2022-05-12","2022-09-15",0,7409,31773,"normal",48,"normal","normal",56,24242,"mujer","fisica","sorteo","captacion",22.0,8,0,0,56,1
"propietario (a)",49,253962,"automático","autos 6 &amp; ya","2016-08-19","2017-04-21","2020-08-03","2021-08-19",25392,4232,17681,"legal",39,"express","automatica",43,22468,"mujer","fisica","automático","web",35.0,9,0,1,53,0
"empleado (a)",58,230385,"automático","autos","2015-02-20","2016-02-19","2022-01-07","2020-02-20",3839,3839,17635,"normal",35,"express","automatica",57,39228,"hombre","fisica","automático","modulo-agencia",52.0,8,0,1,59,1
"gerente",31,240305,"subastado con 012","autos","2017-06-16","2017-11-17","2019-12-09","2022-06-16",40050,4005,18145,"legal",26,"express","automatica plus",21,14095,"hombre","fisica","subasta (0,20]","captacion",22.0,9,0,1,32,0
"jefe (a)",41,372538,"automático","autos 6 &amp; ya","2018-11-16","2019-08-16","2022-05-02","2023-11-16",0,6208,37780,"normal",47,"express","automatica",41,17290,"hombre","fisica","automático","captacion",39.0,8,0,1,41,1
"oficial",42,318471,"sorteo","autos","2018-11-16","2019-08-16","2022-06-02","2023-11-16",0,5307,28958,"normal",23,"normal","normal",42,17669,"hombre","fisica","sorteo","modulo-agencia",39.0,9,0,1,42,1
"contador (a)",34,197190,"automático","autos 6 &amp; ya","2018-11-16","2019-06-21","2021-08-23","2023-11-16",16430,3286,18788,"legal",31,"express","automatica",29,14558,"mujer","fisica","automático","captacion",31.0,8,0,1,36,0
"jubilado (a)",35,400068,"subastado con 012","autos","2017-06-16","2018-07-20","2020-03-02","2022-06-16",6667,6667,44232,"normal",62,"express","automatica",34,15865,"hombre","moral","subasta (0,20]","facebook",57.0,8,0,1,36,1
"propietario (a)",29,105701,"automático","autos","2015-02-20","2016-05-20","2017-05-30","2020-02-20",7044,2000,11434,"legal",40,"express","automatica",25,14790,"mujer","fisica","automático","modulo-agencia",65.0,9,0,1,32,0
"jubilado (a)",59,485889,"automático","autos","2015-02-20","2019-04-26","2021-10-06","2020-02-20",8098,8098,33734,"normal",64,"express","automatica",58,38058,"hombre","moral","automático","modulo-agencia",218.0,8,1,1,60,1
"trabajador (a)",34,247910,"subastado con 014","autos 6 &amp; ya","2019-08-16","2020-03-20","2022-06-03","2024-08-16",0,4131,19058,"normal",42,"express","automatica",34,14117,"hombre","fisica","subasta (0,20]","facebook",31.0,8,0,1,34,1
"médico (a)",54,335253,"automático","autos","2016-08-19","2017-07-21","2021-01-16","2021-08-19",5587,5587,31402,"normal",29,"express","automatica",53,24567,"hombre","fisica","automático","captacion",48.0,8,0,1,55,1
"administrador (a)",59,259433,"automático","autos","2015-02-20","2016-03-18","2021-03-30","2020-02-20",0,4323,13730,"normal",44,"express","automatica",59,35237,"mujer","fisica","automático","modulo-agencia",56.0,8,1,1,59,1
"coordinador (a)",55,354128,"automático","autos","2015-02-20","2016-02-19","2019-07-15","2020-02-20",0,5902,24659,"normal",37,"express","automatica",55,26698,"mujer","fisica","automático","captacion",52.0,5,0,1,55,1
"comandante",43,332779,"automático","autos","2016-09-23","2017-12-15","2020-03-03","2021-09-23",55460,5546,33540,"legal",47,"express","automatica",33,19814,"hombre","fisica","automático","captacion",64.0,9,0,1,50,0
"jubilado (a)",58,538899,"automático","autos 6 &amp; ya","2017-01-20","2018-02-16","2022-04-14","2022-01-20",8981,8981,56051,"normal",52,"express","automatica",57,27745,"mujer","fisica","automático","web",56.0,9,0,1,59,1
"operador (a)",42,280513,"sorteo","autos 6 &amp; ya","2018-11-16","2019-05-17","2022-05-10","2023-11-16",0,4675,16593,"normal",51,"normal","normal",42,17741,"hombre","fisica","sorteo","facebook",26.0,8,0,1,42,1
"ingeniero (a)",50,312714,"automático","autos","2017-01-20","2018-01-19","2021-01-19","2022-01-20",10422,5211,19974,"normal",35,"express","automatica",48,22547,"hombre","fisica","automático","modulo-agencia",52.0,7,0,1,51,1
"empleado (a)",39,373609,"sorteo","autos 6 &amp; ya","2018-04-20","2018-10-19","2021-06-02","2023-04-20",62260,6226,28565,"legal",63,"express","automatica",29,16958,"hombre","moral","sorteo","modulo-agencia",26.0,8,0,1,43,0
"administrador (a)",26,169986,"subastado con 012","autos","2015-02-20","2016-01-15","2017-02-24","2020-02-20",16998,2833,14012,"legal",30,"express","automatica",20,13341,"hombre","fisica","subasta (0,20]","captacion",47.0,8,0,1,28,0
"planeador (a)",51,343157,"sorteo","autos","2017-05-19","2018-05-18","2021-06-18","2022-05-19",11438,5719,24927,"normal",33,"express","automatica",49,22634,"hombre","fisica","sorteo","captacion",52.0,8,0,1,53,1
"empleado (a)",57,303535,"subastado con 012","autos","2017-09-15","2018-07-20","2022-06-03","2022-09-15",5058,5058,24967,"normal",41,"express","automatica",56,24621,"mujer","fisica","subasta (0,20]","captacion",44.0,8,1,1,58,1
"administrador (a)",16,123535,"subastado con 013","autos","2018-08-17","2018-08-17","2019-10-04","2023-08-17",14406,2058,8273,"legal",35,"normal","normal",9,7133,"hombre","fisica","subasta (0,20]","captacion",0.0,8,0,1,21,0
"comerciante",50,287481,"subastado con 013","autos","2017-04-21","2018-08-17","2021-05-04","2022-04-21",4791,4791,20749,"normal",45,"express","automatica",49,22229,"hombre","fisica","subasta (0,20]","captacion",69.0,7,1,1,51,1
"empleado (a)",51,257971,"subastado con 012","autos","2015-03-20","2015-09-18","2019-04-30","2020-03-20",4299,4299,17834,"normal",41,"express","normal",50,24844,"hombre","fisica","subasta (0,20]","modulo-agencia",26.0,6,0,1,52,1
"comerciante",60,299507,"automático","autos 6 &amp; ya","2016-09-23","2017-05-19","2022-05-31","2021-09-23",0,4991,20148,"normal",43,"express","automatica",60,29637,"mujer","fisica","automático","captacion",34.0,9,0,1,60,1
"empleado (a)",41,227381,"automático","autos 6 &amp; ya","2018-11-16","2019-09-20","2022-05-04","2023-11-16",7578,3789,17264,"normal",45,"express","automatica",39,17290,"hombre","fisica","automático","facebook",44.0,9,0,1,43,1
"jubilado (a)",57,335128,"automático","autos","2016-09-23","2017-07-21","2022-04-11","2021-09-23",55850,5585,27197,"legal",56,"express","automatica",47,29637,"mujer","moral","automático","telemkt",43.0,8,0,1,60,0
"propietario (a)",57,294267,"automático","autos","2017-04-21","2018-05-18","2021-12-17","2022-04-21",4904,4904,31951,"normal",39,"express","automatica",56,25016,"hombre","fisica","automático","captacion",56.0,9,0,1,58,1
"taxista",59,337435,"sorteo","autos","2017-06-16","2018-05-18","2022-04-20","2022-06-16",11246,5623,38219,"normal",48,"express","automatica",57,25687,"hombre","fisica","sorteo","captacion",48.0,8,0,1,60,1
"empleado (a)",33,221414,"automático","autos 6 &amp; ya","2019-08-16","2020-07-17","2022-06-01","2024-08-16",0,3690,21672,"normal",37,"express","automatica",33,13738,"hombre","fisica","automático","facebook",48.0,8,0,1,33,1
"propietario (a)",48,226003,"automático","autos","2018-06-15","2019-04-26","2022-06-02","2023-06-15",7532,3766,16447,"normal",52,"express","automatica",46,20411,"mujer","fisica","automático","facebook",45.0,8,0,1,50,1
"chofer",45,249327,"automático","autos 6 &amp; ya","2018-08-17","2019-05-17","2022-03-14","2023-08-17",4155,4155,17238,"normal",36,"express","automatica",44,19109,"hombre","fisica","automático","facebook",39.0,7,0,1,46,1
"comisionista",46,268802,"automático","autos 6 &amp; ya","2018-08-17","2019-05-17","2022-06-01","2023-08-17",8960,4480,18682,"normal",62,"express","automatica",44,19488,"hombre","moral","automático","facebook",39.0,8,0,1,48,1
"empleado (a)",56,329802,"automático","autos","2017-06-16","2018-07-20","2022-01-25","2022-06-16",0,5496,22736,"normal",23,"express","automatica",56,24534,"hombre","fisica","automático","captacion",57.0,8,0,1,56,1
"jubilado (a)",20,149573,"subastado con 013","autos","2015-03-20","2015-05-15","2016-09-01","2020-03-20",12460,2492,17379,"legal",54,"express","normal",15,10339,"mujer","fisica","subasta (0,20]","captacion",8.0,6,0,0,21,0
"soldador",52,269312,"automático","autos 6 &amp; ya","2017-09-15","2018-05-18","2022-05-17","2022-09-15",4488,4488,25512,"normal",37,"express","automatica",51,22698,"hombre","fisica","automático","captacion",35.0,8,0,1,53,1
"comerciante",46,284154,"automático","autos","2016-09-23","2017-08-18","2022-05-30","2021-09-23",18940,4735,27222,"legal",56,"express","automatica",42,21108,"hombre","moral","automático","captacion",47.0,9,0,1,49,0
"desarrollador (a)",39,253183,"automático","autos 6 &amp; ya","2018-11-16","2019-07-19","2022-05-30","2023-11-16",8438,4219,14844,"normal",22,"express","automatica",37,16524,"hombre","fisica","automático","facebook",35.0,9,1,1,40,1
"obrero (a)",56,223979,"automático","autos","2016-10-21","2018-02-16","2021-05-31","2021-10-21",29856,3732,24304,"legal",32,"express","automatica",48,25189,"hombre","fisica","automático","modulo-agencia",69.0,9,0,1,58,0
"empleado (a)",24,234404,"automático","autos","2016-09-23","2018-09-21","2018-08-16","2021-09-23",3906,3906,23348,"normal",26,"express","automatica",23,11442,"hombre","fisica","automático","captacion",104.0,6,0,0,25,1
"asesor (a)",60,405288,"subastado con 012","autos","2015-03-20","2016-04-15","2020-03-18","2020-03-20",13508,6754,36409,"normal",45,"express","automatica",58,29646,"hombre","fisica","subasta (0,20]","captacion",56.0,7,0,1,61,1
"docente",60,269794,"subastado con 012","autos","2017-06-16","2018-03-16","2022-05-04","2022-06-16",26976,4496,17281,"legal",39,"express","automatica plus",54,26066,"hombre","fisica","subasta (0,20]","captacion",39.0,7,0,1,63,0
"empleado (a)",54,253961,"sorteo","autos","2017-09-15","2018-04-20","2022-05-31","2022-09-15",8464,4232,23400,"normal",28,"normal","normal",52,23476,"mujer","fisica","sorteo","captacion",31.0,8,0,1,55,1
"técnico (a)",26,117021,"automático","autos","2019-08-16","2020-07-17","2021-08-23","2024-08-16",1950,2000,10046,"normal",36,"express","automatica",25,11007,"hombre","fisica","automático","telemkt",48.0,8,0,1,27,1
"juez (a)",24,145036,"sorteo","autos","2017-01-20","2017-02-17","2018-11-30","2022-01-20",19336,2417,12515,"legal",72,"normal","normal",16,11285,"hombre","moral","sorteo","captacion",4.0,8,0,1,28,0
"ama(o) de casa",60,292672,"automático","autos 6 &amp; ya","2016-09-23","2017-04-21","2021-09-10","2021-09-23",9754,4877,15666,"normal",44,"express","automatica",58,27305,"mujer","fisica","automático","web",30.0,8,0,1,61,1
"administrador (a)",50,296518,"automático","autos","2018-03-16","2019-03-15","2022-05-09","2023-03-16",9882,4941,30388,"normal",30,"express","automatica",48,21416,"mujer","fisica","automático","facebook",52.0,8,0,1,51,1
"administrador (a)",46,225904,"automático","autos","2018-08-17","2019-07-19","2022-06-01","2023-08-17",0,3765,14649,"normal",39,"express","automatica",46,19488,"mujer","fisica","automático","modulo-agencia",48.0,8,0,1,46,1
"empleado (a)",59,333803,"automático","autos","2017-06-16","2018-10-19","2022-05-14","2022-06-16",11126,5563,31651,"normal",28,"express","automatica",57,25687,"hombre","fisica","automático","modulo-agencia",70.0,8,0,1,61,1
"propietario (a)",27,94263,"subastado con 012","autos","2015-03-20","2016-07-15","2017-04-28","2020-03-20",6284,2000,8696,"legal",31,"express","automatica",23,13781,"mujer","fisica","subasta (0,20]","modulo-agencia",69.0,6,0,1,30,0
"coordinador (a)",38,197516,"subastado con 013","autos","2015-03-20","2015-04-17","2018-03-20","2020-03-20",32910,3291,11157,"legal",44,"normal","normal",28,18975,"mujer","fisica","subasta (0,20]","modulo-agencia",4.0,8,0,1,47,0
"propietario (a)",60,324045,"automático","autos","2017-02-17","2018-06-15","2022-06-02","2022-02-17",5400,5400,35135,"normal",60,"express","automatica",59,27519,"mujer","moral","automático","captacion",69.0,8,0,1,61,1
"auxiliar",57,235126,"sorteo","autos","2015-03-20","2016-04-15","2019-10-04","2020-03-20",39180,3918,19164,"legal",21,"express","automatica",47,27492,"hombre","fisica","sorteo","captacion",56.0,7,0,1,60,0
"auxiliar",60,337617,"automático","autos 6 &amp; ya","2016-12-16","2018-05-18","2022-01-06","2021-12-16",5626,5626,27280,"normal",46,"express","automatica",59,27860,"mujer","fisica","automático","captacion",74.0,8,0,1,61,1
"seguridad",60,342697,"subastado con 012","autos","2015-03-20","2017-10-20","2022-05-11","2020-03-20",5711,5711,26926,"normal",42,"express","automatica",59,35932,"hombre","fisica","subasta (0,20]","modulo-agencia",135.0,8,0,1,61,1
"recepcionista",60,338249,"automático","autos 6 &amp; ya","2016-12-16","2017-09-15","2022-02-22","2021-12-16",11274,5637,29518,"normal",23,"express","automatica",58,28245,"hombre","fisica","automático","modulo-agencia",39.0,8,0,1,62,1
"mesero (a)",38,249328,"sorteo","autos 6 &amp; ya","2019-03-15","2019-09-20","2022-06-03","2024-03-15",8310,4155,24596,"normal",32,"express","automatica",36,15889,"hombre","fisica","sorteo","facebook",27.0,8,0,1,40,1
"propietario (a)",53,274350,"subastado con 013","autos","2017-11-17","2018-11-16","2022-06-01","2022-11-17",0,4572,26367,"normal",33,"express","automatica",53,22814,"mujer","fisica","subasta (0,20]","captacion",52.0,9,0,1,53,1
"vendedor (a)",27,124984,"sorteo","autos","2016-12-16","2017-03-17","2019-01-03","2021-12-16",20830,2083,10925,"legal",24,"normal","normal",17,12673,"mujer","fisica","sorteo","captacion",13.0,9,0,1,35,0
"gerente",28,298771,"subastado con 012","autos","2015-03-20","2016-05-20","2017-05-08","2020-03-20",24895,4979,20284,"legal",51,"express","automatica",23,14265,"hombre","fisica","subasta (0,20]","captacion",61.0,8,0,0,31,0
"mesero (a)",60,217708,"subastado con 012","autos","2015-03-20","2015-10-16","2020-08-18","2020-03-20",7256,3628,18770,"normal",35,"express","automatica plus",58,31790,"mujer","fisica","subasta (0,20]","captacion",30.0,8,1,1,61,1
"propietario (a)",51,260730,"sorteo","autos","2018-03-16","2018-11-16","2022-06-02","2023-03-16",0,4345,18845,"normal",61,"express","automatica plus",51,21795,"hombre","moral","sorteo","modulo-agencia",35.0,9,0,1,51,1
"propietario (a)",60,286896,"automático","autos","2015-03-20","2016-12-16","2020-03-30","2020-03-20",0,4781,24131,"normal",24,"express","automatica",60,29646,"hombre","fisica","automático","modulo-agencia",91.0,8,1,1,60,1
"independiente",53,402310,"subastado con 013","autos","2017-11-17","2019-02-15","2022-05-27","2022-11-17",0,6705,29462,"normal",18,"express","automatica",53,22814,"hombre","fisica","subasta (0,20]","facebook",65.0,9,0,1,53,1
"asesor (a)",44,315257,"subastado con 014","autos 6 &amp; ya","2018-09-21","2019-12-20","2022-05-29","2023-09-21",10508,5254,23256,"normal",36,"express","automatica",42,18574,"mujer","fisica","subasta (0,20]","captacion",65.0,9,1,1,45,1
"propietario (a)",60,281494,"automático","autos","2015-03-20","2016-02-19","2020-03-17","2020-03-20",4691,4691,25575,"normal",52,"express","automatica",59,29122,"hombre","fisica","automático","modulo-agencia",48.0,8,1,0,61,1
"jefe (a)",50,387007,"subastado con 013","autos","2018-03-16","2019-02-15","2022-06-01","2023-03-16",6450,6450,29490,"normal",40,"express","automatica",49,21416,"hombre","fisica","subasta (0,20]","modulo-agencia",48.0,8,0,1,51,1
"cocinero (a)",50,296332,"subastado con 013","autos","2018-03-16","2019-03-15","2022-05-13","2023-03-16",4938,4938,32805,"normal",25,"express","automatica",49,21416,"hombre","fisica","subasta (0,20]","modulo-agencia",52.0,9,0,1,51,1
"chofer",60,378719,"automático","autos","2017-04-21","2018-07-20","2022-05-06","2022-04-21",0,6311,32422,"normal",37,"express","automatica",60,27033,"hombre","fisica","automático","captacion",65.0,7,0,1,60,1
"empresa",52,506811,"automático","autos","2018-03-16","2019-01-18","2022-06-02","2023-03-16",0,8446,55153,"normal",43,"express","automatica",52,22258,"hombre","fisica","automático","telemkt",44.0,8,0,1,52,1
"propietario (a)",47,371692,"subastado con 012","autos","2016-09-23","2017-09-15","2020-07-03","2021-09-23",0,6194,29734,"normal",42,"express","normal",47,21534,"mujer","fisica","subasta (0,20]","modulo-agencia",51.0,3,0,1,47,1
"gerente",48,464633,"subastado con 013","autos 6 &amp; ya","2018-04-20","2019-01-18","2022-05-02","2023-04-20",7743,7743,47373,"normal",32,"express","automatica",47,20494,"mujer","fisica","subasta (0,20]","facebook",39.0,9,0,1,49,1
"propietario (a)",55,433910,"automático","autos 6 &amp; ya","2017-11-17","2018-09-21","2022-06-01","2022-11-17",0,7231,28624,"normal",45,"express","automatica",55,23666,"hombre","fisica","automático","captacion",44.0,8,1,1,55,1
"docente",55,394029,"subastado con 013","autos","2017-10-20","2018-11-16","2022-06-01","2022-10-20",6567,6567,36684,"normal",54,"express","automatica",54,23764,"hombre","fisica","subasta (0,20]","captacion",56.0,8,0,1,56,1
"gerente",58,627270,"automático","autos 6 &amp; ya","2017-01-20","2017-08-18","2021-09-28","2022-01-20",20908,10454,57298,"normal",52,"express","automatica",56,25794,"hombre","fisica","automático","modulo-agencia",30.0,8,1,1,60,1
"terapeuta",60,297957,"automático","autos","2015-04-17","2016-03-18","2021-10-04","2020-04-17",4965,4965,27611,"normal",32,"express","automatica",59,37008,"hombre","fisica","automático","captacion",48.0,8,0,1,61,1
"médico (a)",56,462500,"automático","autos","2017-10-20","2019-02-15","2022-06-02","2022-10-20",0,7708,41844,"normal",53,"express","automatica",56,24143,"mujer","fisica","automático","modulo-agencia",69.0,7,0,1,56,1
"vendedor (a)",58,265531,"automático","autos","2015-04-17","2016-07-15","2020-03-07","2020-04-17",4425,4425,17046,"normal",51,"express","automatica",57,29122,"mujer","fisica","automático","captacion",65.0,9,0,1,59,1
"propietario (a)",11,228965,"subastado con 013","autos","2018-08-17","2018-09-21","2019-06-03","2023-08-17",38160,3816,16543,"legal",41,"normal","normal",1,4913,"hombre","fisica","subasta (0,20]","facebook",5.0,8,0,1,21,0
"empleado (a)",36,115076,"automático","autos","2015-04-17","2016-02-19","2018-02-21","2020-04-17",11502,2000,9018,"legal",29,"express","automatica",30,17990,"mujer","fisica","automático","captacion",44.0,9,0,1,40,0
